text,label
@okeechobeefest was by far the coolest festival I have attended. The energy was insane and the love was overflowing. I am thankful I got to spend it with people I love and with new friends and family thank you @okeechobeefestpic.twitter.com/bF8aTTxP6x,0
one of my favorite supervisors is leaving and she had a last minute dinner with a few of us and she invited me but MY ASS GOT GROUNDED BC OF EARLIER bruh and they meeting up close i’m so sad bruh ,2
I need some tittys in my mouth ,4
Xbox or ps4,4
it should be midnight spain time ,2
"Awh, thank you. ",1
Bout 2 new pair of shoes. And saved $62,1
i cannot spell ,2
when Figueroa played all the bops on those bus rides in the morning ,2
"Well. 
",3
Yes you do! ,1
Same for Evan ,2
You look awesome daddy! ,0
I don’t even eat there but pray for me y’all  https://twitter.com/wsbtv/status/1237451852893036546 …,2
Yea I seen ,2
 Good one,1
"I watched the Strain a few years back and this is like the reality , wasn’t the bad guy some blond German ",1
My best friend hasn’t said that she loves me back before we hang up the past 2 phone calls we’ve had  I’m big hurt,2
his little whines :(( i want ,3
"I'm freaking out, the doctor at the hospital sent me home and said  ""You're fine"" 

But I'm over here feeling my bones burning with the fever that I have wtf desespera que acá no tomen nada enserio como en otros paises ",2
"It's been 12 hours since the #YouthWithYou2 first episode aired and it's still trending at no. 1 in iQIYI app.  @qingchunyouni_

Episode 2 tomorrow! 
#DanceMentorLALISA
#0312YouthWithLISA
@ygofficialblinkpic.twitter.com/nk9D6RKwob",0
Xbox digital event i mean ,2
 I totally agree with you on that! ,4
wish i had someone to send my selfies to  pic.twitter.com/hD7tWi3Sbc,2
Everyone deserve to be happy bang,2
why you getting all the support ,3
Sending you all my love  hope you’re ok,0
older brother talking shit like I ain’t got mf shootas WORLDWIDE   ill fuh u up bih,4
Man City for UCL,0
Yes sirrrr !!!!  https://twitter.com/miamidolphins/status/1237411752360493057 …,4
SO CUTE ,3
i got map of the soul for the album I am ,2
you better take me on trips with you ,4
"There's a few little easter eggs in there as well, which is pretty cool, I first noticed it when I saw the demon statue from the beginning on the wall in regans room. I was like 'I never noticed that before'. That'd be because it's cut in the theatrical version ",1
it’s difficult ,3
I love you ,0
I hope the corona virus gets aids AND THATS ON MAMAS,4
Not a fan of plastic,4
praying for u bby ,3
"Shii this better not happen cause if it did, y’all be in for a helluva treat",4
I was so excited for me & Oliver’s  spring break vacay & it’s best to postpone it ,2
"Can Yaman forever 
#CanYamanpic.twitter.com/8Ddq0ksiIL",0
that’s fine! like I said just let me know pleaseee. i’m hoping to buy it tonight! thank you ,3
"Man utd in top form , potential double an 3rd place up for grabs and this shit gonna fuck it all",4
imagine being this beautiful  https://twitter.com/jojov1300/status/1237471881428643840 …,3
"Negative perception, for one ",1
Damn this pic hot af ,4
"The kiddos are excited, I'm excited, we're all so excited to read our hearts out tomorrow!
I cant wait to spend this time with my kiddos!
#readers #bookaday #teacherlife #thirdgrade
@OcpsEast @OCPSLittleRiverpic.twitter.com/7Z2G31hG0g",1
I should make a seperate account that’s strictly Namkook cause sometimes i feel like i don’t talk about them enough .. hm,3
I want this phone in black  https://twitter.com/qiinqueen/status/1235097758547079168 …,3
Party For Me is so good. ,3
"Week of the 22- 29 going crazy for Sam 
@TrapPromoSHSU
@BPG_Prodigies
#MARCHMADNESS",4
I miss him ,2
"I hardly play ultimate team, full of players who were good like 3 months ago",4
Only one still had an NHL season ,3
Why you say that lmao. I am leaving twitter. ,2
their english sounds so good i feel like a proud mom  https://twitter.com/hello82official/status/1237453169225056257 …,3
Sucks a full node,4
"Seeing the Insta Story 12 hrs late because my sleep rhythm is messed up again...and stupid Insta failed to notify me for the first time in a while!
This happens when you don't check on twitter for a while...",4
the respect i have for this man#bruhpic.twitter.com/D3PUznQTsA,0
you’re so sweet ,3
DOES THIS MEAN YOU’LL BE PLAYING VENOM ON TOUR???  https://twitter.com/frankiero/status/1237231614482100225 …,3
This is supposed to be sadboi hours but I don’t want ,4
I really love the first one!! The shading is so nice and soft ,3
They set him up so bad in the whole show with that styling tho ,2
thank you @JetBlue for refunding my full flight ,0
homeboy lost money and he needs us to stream his music ,4
You know what I don’t appreciate... NIKI ROASTING ME FOR GOING TO 4 SHOWS,4
That's so awesome! I really hope we get to hear it ,1
a rach e o joey ,2
DAMN,0
It’s all fucked now lol .  Love youuuu  https://twitter.com/twinturbosyrus/status/1238250369358139392 …,0
CORONA WHO?!  I KEEP THAT MF THANG ON ME   pic.twitter.com/CXUxjsBJOA,4
"Good idea, John. Let’s plan to enjoy it ASAP! BTW: It would mean just EVERYTHING for me to be able to FaceTime with Emily at some point soon. She’s an angel, John: you’ve got great taste ",0
I was really looking forward to seeing @MinyonMoore play in person for the first time  March Sadness is real,4
BEKAAA I LOVE YOU SO MUCH TOO BABIE pic.twitter.com/4KTt90WKr5,4
Re:Fantasy y SMTV ,1
You were brilliant today - I was cheering you on  https://twitter.com/wesstreeting/status/1238201829353295873 …,1
"The key to life: to survive, be fruitful.",2
you’re doing amazing,0
Spurs tinted goggles??  Thought that was just me  But you’re sooo right!,1
Pos of course ,4
how does all hell break loose after mercury leaves retrograde... makes no sense ,4
"Alien inside me be like: 
he kno to much",4
"Yh i know, dropping wack songs.... ma grandma is de only person in my hood that dances to ur tunes Eewwww
I miss #Ebony",2
They’re better not be! I’ll be so done with basketball if they cancel the State AA tournament! ,4
"Super Mario party  even 9 was better. Very no-risk board setup with gimmicks that aren't dangerous or even unique enough to stand out. Items are plain, Bowser spaces are much less dangerous, and only the minigames are a positive experience",4
Aboogie is that nigga  and that’s one of my favorites ,4
I didn't ,4
almost made it to IG pic.twitter.com/w8R2IVaM5Q,2
West Ham away aint happening Sunday is it? ,4
everyone always talked shit ab her and i was ALWAYS rushing to defend her and i thought my reasoning was that i liked schoolwork LMAO. i did have a fat crush on her it’s very obvious now. . the way they just r so passionate ab english. i absolutely adore it,2
Why do I gotta be so annoying ,2
it was the best thing ever ,3
I don’t even have a make up appointment booked ,2
ahhHh suggest more girls for me to support in qcyn2!!,3
Ignore them! U have already done an amazing job! And maybe this is a good time to take a pause. Twitter is always being hostile to me and but I let it go. ,1
 I hope you feel better soon. In certain situations being next to people possibly helps but it’s different for everybody,3
I’m liking this possessive side of u gabbs.. ,3
aren’t you like a sophomore can you even go ,4
vibing with the ladspic.twitter.com/jDiEGg9HIX,2
I wish I could hold a grudge.,4
They are never sharp enough ,4
My mrs won the black pair . Thanks sns ,0
He a plug ,4
two people at my school might be exposed to the disease ,3
OH NOOOOOOO ,3
Coming to the gym even when you don’t feel it! Fk it ,4
It’s 8 o’clock I ain’t packed a damn thing. I’m in a pissy mood,0
Mike Scott,4
maN you ever listen to hyyh eta and ,2
You’re welcome ,1
I think everyone should quit their jobs and stay home since this is the only thing that you think will kill you ,1
@anygabrielly i love you ,0
The best part of the #ILoveMe music video  is seeing @Sirah and @irobotyoujane and @ddlovato smiling and each other and the end of the music video pic.twitter.com/Cj5HkrzeGQ,0
.@HamillHimself Sir! I'm 42. I've spent all of those years loving Star Wars. There was a year I watched Empire Strikes Back every single night. Would you be willing to sign this card for me if I can get it to you? It means a lot for... obvious reasons.  Thank you!!! pic.twitter.com/2VCUyoxKTW,1
sis then leave no one likes you here ,0
do you mean tiny meat gang: world domination tour https://twitter.com/saintdaze/status/1237249859016630272 …,2
When I say I'm a light sleeper & never feel rest... pic.twitter.com/9zBrvGCzJx,2
make sure u show this to your kids ,4
COOKIE MONSTER TAKING COOKIES @KrisDunn3  https://twitter.com/JoshJBullsHoops/status/1237522323906760704 …,4
Obviously ,1
"Jogging out towards my old home where I grew up. 

Country sight seeing  pic.twitter.com/Umr3FKnoaL",1
isn't it? ,2
THANK YOU ILY ,3
hello baekhyun would like to give u kissiespic.twitter.com/FQsLdLKSZ7,2
Tomorrow Friday ,1
Actually so fucked up that u can feel like you've been given the world n more just because you're in a less abusive relationship than previous  need one where I'm not crying weekly thanks,2
on my block season 3 finally,3
I really felt it when he called me an allstar ,2
"@FortniteGame FIX YOUR SERVERS! I LITERALLY PLAY $100+ for internet for your dog servers to ruin my streaming grind, fix up before I pull up",4
Far far away from you. ,1
bend the rules.... this one hurt and hit too close to home. fuck nialls amazing song writing ,2
you could have said something,2
"I hope everyone in Corona, Queens is okay .... pic.twitter.com/N74p7RzTWC",2
They better start running sksjsk IM SO ANGRY EVEN MY MIRROR IS SLANTED pic.twitter.com/eMZTDFIjxI,4
aight fine,2
Might have to hit the gym for another session tonight fuck it ,4
"If you don’t like cars like I do, then you’re a pop-poo head and can’t be my friend!!  https://twitter.com/todd_poirier/status/1237517429200130048 …",4
I love you ,0
First league title in years and no one gets to see it  https://twitter.com/anfieldwatch/status/1237886089693519873 …,3
"Okay okay, this is where we draw the line  https://twitter.com/bleacherreport/status/1238243442708213760 …",4
Silly me thinking Andrade-Charlo might actually happen ,4
"I'm really sorry about this, Eric!  Thank you so much for all your hard work boosting books. Please know that you are appreciated. ",2
She was always on my belly when I was pregnant it’s like she knows this is her little baby ,3
Thanks!!,1
"Nah, that just protects us from the George virus.",1
"Congratulations Boone County Mentoring Partnership on receiving the first quarter grant this evening!! 

If you are still interested in joining Women of Impact Boone County this year, there is still time! Join on our website. 
#BooneImpact
#RealPeopleLovingRealPeoplepic.twitter.com/oshtkvzkTk",0
Every time leadership walks into the office and asks how I’m doing I’m just like “well..I’m still pregnant” and they laugh like it’s a joke or something? I’m just like hahafuckyouhaha ,1
brooklyn crying ,2
lactose intolerant legends wya ,4
